code,category,value,areaName,cx,cy,country,region,Constituency,LA,MSOA,TTWA2011
E07000078,popDensity,2549.3,Cheltenham,395079,221973,E92000001,E12000009,E14000630,,,
E07000081,popDensity,3266.6,Gloucester,383531,216834,E92000001,E12000009,E14000712,,,
E07000083,popDensity,229,Tewkesbury,394038,227458,E92000001,E12000009,E14000705,,,
E07000090,popDensity,2228.4,Havant,471226,104842,E92000001,E12000008,E14000736,,,
E07000103,popDensity,4772.2,Watford,510556,197803,E92000001,E12000006,E14001021,,,
E07000112,popDensity,307.5,Folkestone and Hythe,610024,132599,E92000001,E12000008,E14000704,,,
E07000119,popDensity,491.2,Fylde,339324,432384,E92000001,E12000002,E14000706,,,
E07000120,popDensity,1126.6,Hyndburn,374414,429238,E92000001,E12000002,E14000758,,,
E07000124,popDensity,105.6,Ribble Valley,370849,445761,E92000001,E12000002,E14000894,,,
E07000136,popDensity,193.7,Boston,532926,343714,E92000001,E12000004,E14000582,,,
E07000142,popDensity,82.3,West Lindsey,501339,389522,E92000001,E12000004,E14000707,,,
E07000147,popDensity,106.6,North Norfolk,613546,332832,E92000001,E12000006,E14000603,,,
E07000168,popDensity,133.2,Scarborough,488815,497619,E92000001,E12000003,E14000913,,,
E07000174,popDensity,1440.2,Mansfield,455327,364075,E92000001,E12000004,E14000810,,,
E07000198,popDensity,166.4,Staffordshire Moorlands,401331,353540,E92000001,E12000005,E14000966,,,
E07000202,popDensity,3534.3,Ipswich,616698,244356,E92000001,E12000006,E14000624,,,
E07000214,popDensity,951.2,Surrey Heath,492648,161313,E92000001,E12000008,E14000983,,,
E08000001,popDensity,2117,Bolton,369187,409211,E92000001,E12000002,E14000578,,,
E08000019,popDensity,1512.5,Sheffield,430011,389797,E92000001,E12000003,E14000922,,,
E09000012,popDensity,13593.3,Hackney,534348,185478,E92000001,E12000007,E14000720,,,
E07000075,popDensity,512.7,Rochford,594750,191782,E92000001,E12000006,E14000899,,,
E07000077,popDensity,142.5,Uttlesford,556816,228707,E92000001,E12000006,E14000910,,,
E07000105,popDensity,228.6,Ashford,596857,139969,E92000001,E12000008,E14000704,,,
E06000053,popDensity,125.9,Isles of Scilly,91546,11139,E92000001,E12000009,E14000964,,,
E09000001,popDensity,2975,City of London,532539,181164,E92000001,E12000007,E14000639,,,
